age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
18,3,23252,3,9,0,11,0,4,1,0,0,39,38,0
10,1,6741,2,8,0,6,0,4,1,0,0,39,38,0
20,5,25445,2,8,0,11,0,4,1,121,0,49,38,1
25,3,9177,3,10,2,0,1,4,0,0,0,39,38,0
30,1,16374,4,7,0,0,0,4,1,0,0,34,32,0
12,3,7031,2,8,2,5,1,2,0,0,0,39,38,0
16,3,11960,4,1,2,11,3,4,0,0,0,23,38,0
27,3,10077,3,9,1,3,1,2,0,0,0,39,38,0
53,3,19789,4,2,1,7,2,4,0,33,0,39,38,0
8,3,27539,2,8,2,13,1,4,1,0,0,76,38,0
7,6,20660,5,12,2,0,2,4,0,0,0,9,38,0
25,6,5939,5,12,1,0,4,2,0,50,0,39,38,0
36,3,20698,5,12,0,3,0,2,1,0,0,49,38,1
22,3,20678,5,12,1,3,4,2,0,0,0,59,38,0
55,5,21243,2,8,0,4,0,4,1,0,0,39,38,0
26,4,2694,4,4,2,11,3,4,0,0,0,43,31,0
8,6,10275,3,9,0,10,0,4,1,0,0,39,38,0
20,3,15414,3,11,0,9,0,4,1,0,0,44,38,1
10,3,21027,2,8,2,6,1,4,0,0,0,39,38,0
22,3,16821,0,15,0,9,0,4,1,0,0,49,38,1
47,5,10915,2,8,0,2,0,4,1,42,0,23,21,0
12,5,19157,2,8,2,2,1,4,1,0,0,49,38,1
33,3,7902,5,12,0,3,0,4,1,0,0,49,38,1
16,3,12818,4,2,2,7,4,4,0,0,0,39,25,0
1,3,23476,2,8,2,11,1,4,0,0,0,19,38,0
3,3,19930,4,6,2,5,1,4,1,0,0,31,25,0
15,3,16935,3,9,1,12,4,4,0,0,0,49,38,0
28,3,24965,3,9,1,0,4,4,0,0,0,39,38,0
31,3,9716,2,8,0,5,5,2,0,0,0,39,38,0
3,3,7222,3,9,2,9,3,4,0,0,0,39,38,0
6,3,21286,2,8,2,6,3,4,0,0,0,39,38,0
17,0,14920,5,12,0,10,0,4,1,0,51,47,38,1
26,3,13543,5,12,1,3,4,4,1,100,0,39,38,1
27,3,6697,5,12,0,11,0,1,1,0,0,39,38,1
30,5,13527,3,9,0,12,0,2,1,0,0,39,38,1
30,3,21561,2,8,1,2,1,2,0,0,0,39,38,0
29,1,15984,4,1,2,7,1,0,0,0,0,19,38,0
2,3,17058,2,8,2,11,3,4,0,0,0,39,38,0
34,3,23960,2,8,0,0,0,4,1,0,0,39,38,0
24,4,4841,2,8,1,3,4,4,1,0,0,39,38,0
20,3,24978,4,6,1,7,4,2,0,0,0,39,38,0
14,3,2644,2,8,2,2,3,4,1,0,0,39,38,0
8,3,1593,2,8,2,7,1,4,1,0,0,39,38,0
29,3,2164,3,9,0,12,0,4,1,0,0,39,38,1
36,4,10196,2,8,0,2,0,4,1,81,0,44,38,1
30,1,7923,0,15,2,9,4,4,0,0,0,39,38,0
11,3,24830,2,8,0,3,0,4,1,0,0,49,38,1
43,5,4494,3,9,0,13,0,4,1,53,0,45,38,0
26,3,2216,2,8,0,6,0,4,1,0,0,39,38,0
28,5,24073,2,8,0,2,0,4,1,97,0,49,38,1
11,3,17438,4,5,2,5,2,4,1,0,0,39,25,0
2,3,13599,4,6,2,5,2,4,1,0,0,29,38,0
34,5,7203,3,14,0,9,0,3,1,121,0,69,18,1
2,3,21121,2,8,2,2,2,4,1,0,0,34,38,0
47,3,1727,0,15,0,9,0,4,1,0,0,59,38,1
27,3,7654,0,15,0,3,0,4,1,0,0,59,38,1
4,3,17407,2,8,2,2,1,4,1,0,0,47,38,0
16,3,13773,2,8,2,9,1,4,1,0,0,39,38,0
46,3,3336,5,12,0,10,0,1,1,0,0,39,29,1
27,3,4260,2,8,2,9,4,2,0,0,0,39,38,0
27,1,8665,1,13,0,9,0,4,1,111,0,34,38,1
11,0,13954,2,8,2,3,4,4,0,0,0,69,32,0
7,3,8125,5,12,2,11,3,4,1,0,0,39,38,0
3,0,15145,3,9,2,0,3,2,0,0,0,19,38,0
4,3,19519,3,9,2,9,3,4,0,0,0,23,38,0
3,3,1777,2,8,2,5,3,4,1,0,0,39,38,0
4,3,23592,2,8,2,5,3,0,1,0,0,39,38,0
17,0,22698,3,9,0,6,0,2,1,0,0,51,38,0
0,3,26544,4,6,2,11,3,4,0,0,0,14,38,0
18,3,20244,4,6,1,7,4,2,0,0,0,39,38,0
9,3,682,2,8,2,4,1,4,1,0,0,39,38,0
18,3,6058,2,8,1,4,1,4,1,0,0,69,38,0
8,3,21148,2,8,2,6,1,4,1,0,0,39,38,0
10,5,26749,3,9,0,7,0,4,1,0,0,39,38,0
35,1,26397,3,10,0,10,0,4,1,0,0,39,38,1
26,5,2063,5,12,2,9,4,4,0,0,0,49,38,0
19,3,18649,1,13,0,11,0,4,1,97,0,49,38,1
20,3,3935,2,8,2,6,3,4,1,0,0,39,38,0
41,3,18768,2,8,2,0,1,4,0,0,0,39,38,0
8,3,15371,3,11,2,2,1,4,1,0,0,44,38,0
37,3,4755,1,13,0,7,0,4,1,0,0,39,38,0
25,3,6734,3,9,0,9,0,4,1,0,0,59,38,0
48,4,17446,5,12,0,3,0,4,1,121,0,64,38,1
27,3,4168,2,8,2,6,1,1,0,0,0,44,24,0
44,3,19194,4,2,0,2,0,4,1,0,0,39,7,0
12,3,2503,2,8,0,2,0,0,1,0,0,39,38,0
17,3,15299,3,9,0,2,0,4,1,0,0,39,38,1
7,6,4129,3,9,2,7,1,4,0,0,0,39,1,0
23,3,22086,3,11,0,12,0,4,1,0,0,41,38,1
25,4,10116,3,14,0,9,0,4,1,0,0,59,4,1
33,3,23461,2,8,2,6,1,4,1,0,0,39,38,0
1,3,12330,2,8,2,9,3,4,0,0,28,19,38,0
32,3,24073,2,8,0,6,0,4,1,0,0,39,38,0
21,3,20147,2,8,1,6,1,4,1,0,0,39,38,0
24,3,8196,2,8,0,0,0,2,1,0,0,44,38,0
53,4,17191,3,9,2,3,1,4,1,0,0,4,38,0
34,3,2107,3,9,0,2,0,4,1,0,0,39,38,1
7,3,7222,5,12,2,9,1,4,0,0,0,39,38,0
40,5,22822,2,8,0,2,0,4,1,0,0,47,38,1
5,3,11357,3,9,2,0,3,4,0,0,0,19,38,0
14,3,15140,3,9,0,2,0,4,1,0,0,39,38,1
11,3,16850,3,9,0,12,5,4,0,0,0,39,38,0
28,5,18459,2,8,0,3,0,4,1,0,0,49,38,0
22,3,25777,2,8,0,2,0,4,1,0,0,39,38,1
9,3,1903,3,9,2,11,1,4,0,0,0,39,38,0
21,3,22630,2,8,0,2,0,2,1,0,0,39,38,0
21,5,15501,1,13,0,9,0,2,1,121,0,59,38,1
2,3,21498,2,8,2,5,3,4,1,0,0,19,38,0
19,3,27515,2,8,0,9,0,4,1,0,0,39,38,1
13,3,25285,2,8,0,6,0,4,1,0,0,43,38,0
11,3,12589,1,13,0,9,0,4,1,0,0,39,38,1
36,3,18883,4,4,2,2,1,2,1,0,0,39,22,0
15,3,12389,5,12,2,9,1,4,1,0,0,37,38,0
40,4,7856,3,14,0,9,0,4,1,111,0,59,38,1
30,3,25227,1,13,1,9,1,4,0,0,0,39,38,0
19,3,15076,3,9,0,2,0,4,1,0,0,55,38,0
4,3,20548,4,6,2,11,3,4,0,0,0,37,38,0
8,6,21460,5,12,0,10,0,4,1,0,0,39,38,1
20,3,4529,2,8,1,10,4,4,0,0,0,39,38,0
14,3,3212,2,8,1,7,4,4,0,0,0,29,38,0
26,3,20397,2,8,0,13,0,4,1,0,0,49,38,0
44,3,395,2,8,1,11,4,4,0,0,90,24,38,0
39,3,16303,3,9,0,0,0,4,1,0,0,34,38,0
18,3,16038,5,12,0,3,0,1,1,0,0,39,38,0
42,3,4971,4,3,1,7,3,2,0,0,0,37,38,0
27,5,25083,3,9,0,2,0,4,1,0,50,54,38,1
30,3,19653,1,13,1,9,4,4,0,0,0,39,38,0
27,3,3694,5,12,0,9,0,4,1,0,0,54,38,1
47,3,4015,3,9,0,7,0,4,1,0,0,39,38,0
9,3,16101,2,8,0,2,0,4,1,0,0,44,38,0
36,3,11856,5,12,0,3,0,4,1,0,0,39,38,1
33,3,15738,5,12,0,2,0,4,1,0,0,39,38,0
13,3,16917,2,8,0,9,5,4,0,0,0,19,38,0
29,3,27854,2,8,1,0,1,4,0,0,0,43,38,0
28,4,8894,2,8,0,11,0,4,1,0,0,49,38,1
27,0,15277,2,8,2,0,4,4,0,0,0,39,38,0
42,4,7370,3,9,0,3,0,4,1,0,55,47,38,1
48,4,14173,0,15,0,3,0,4,1,121,0,39,38,1
6,3,13573,2,8,2,6,3,2,0,0,0,39,38,0
16,3,10861,3,9,1,0,4,2,0,0,0,37,38,0
17,3,6059,2,8,1,11,3,4,0,0,0,34,38,0
21,3,5286,3,10,1,0,4,4,0,0,0,39,38,0
45,3,13239,5,12,0,3,0,4,1,0,0,34,38,1
4,3,8843,3,9,2,11,2,4,1,0,0,39,38,0
24,3,24306,2,8,0,2,0,4,1,0,0,7,38,0
18,3,20360,2,8,2,5,2,4,1,0,0,39,28,0
45,1,17007,3,9,1,7,1,4,1,0,0,44,38,0
36,3,11789,2,8,0,2,0,4,1,0,0,39,38,1
52,6,11330,3,9,0,13,0,4,1,0,0,15,38,0
2,5,1619,3,9,2,11,3,4,0,0,0,15,38,0
30,3,26863,5,12,0,3,0,4,1,0,0,39,38,1
35,4,2893,3,9,0,11,0,4,1,0,0,87,38,1
37,3,12836,2,8,0,2,0,4,1,0,0,39,38,0
41,3,9796,2,8,0,9,0,4,1,0,0,9,38,0
13,3,17028,2,8,0,13,0,4,1,0,0,71,38,1
22,3,22042,2,8,0,0,5,4,0,0,0,24,38,0
56,3,5542,5,12,0,9,0,4,1,10,0,73,38,0
47,3,23934,5,12,0,11,0,4,1,0,0,39,38,0
15,3,13164,2,8,2,2,3,4,1,0,0,39,38,0
34,3,10196,2,8,0,9,0,4,1,0,0,39,38,1
40,3,24209,5,12,2,11,1,4,1,0,0,39,38,0
8,3,17653,2,8,2,6,4,4,1,0,0,39,38,0
36,3,17230,2,8,0,7,0,2,1,0,40,39,38,0
22,3,20073,3,9,2,7,1,4,0,0,0,24,38,0
32,3,17305,2,8,1,0,4,4,0,0,0,15,38,0
6,1,27114,5,12,2,9,1,4,0,0,10,39,38,0
11,3,16011,5,12,2,9,1,4,1,0,0,54,38,1
29,3,21373,1,13,0,9,0,4,1,0,55,49,38,1
23,3,3117,3,9,2,2,3,2,1,0,0,39,38,0
7,3,22217,2,8,0,6,0,4,1,0,0,49,38,0
3,3,15683,2,8,2,9,3,4,1,0,0,39,38,0
33,3,27295,4,5,0,7,0,4,1,0,0,7,7,0
7,3,21627,5,12,2,9,1,4,0,0,0,39,38,0
18,3,587,2,8,0,3,0,4,1,0,0,39,38,0
16,1,20449,5,12,2,9,1,4,0,0,0,45,38,0
37,0,7920,5,12,1,3,1,4,1,0,0,39,38,0
18,1,19310,2,8,0,13,0,4,1,0,0,44,38,0
14,1,17025,2,8,0,10,0,4,1,0,0,39,38,1
30,4,24836,3,9,0,4,0,4,1,0,0,39,38,0
31,3,15330,2,8,1,11,3,4,0,0,0,19,38,0
16,1,12043,3,10,2,0,3,4,1,0,34,54,38,0
18,3,1035,5,12,0,3,0,4,1,0,0,39,38,1
3,3,9084,3,9,2,9,3,4,0,0,0,9,38,0
19,3,20832,4,0,2,6,1,2,1,0,0,39,32,0
13,3,7886,5,12,2,3,1,4,0,0,0,54,38,0
22,3,9932,3,9,0,2,0,4,1,0,0,54,38,1
8,3,21211,3,9,2,5,1,0,1,0,0,39,38,0
23,3,14676,2,8,1,7,1,4,0,0,0,34,38,0
8,4,11028,2,8,0,3,0,4,1,0,0,39,38,0
16,3,26594,2,8,0,6,5,4,0,0,0,39,25,0
36,0,13692,3,9,1,5,1,4,1,0,0,39,38,0
1,3,7156,4,6,2,7,3,4,1,0,0,9,38,0
24,3,10612,2,8,2,6,4,2,1,0,0,39,38,0
8,3,23712,5,12,0,9,0,4,1,0,0,49,38,0
49,5,335,4,3,1,4,4,4,1,0,0,49,38,0
36,3,4506,3,9,1,0,4,4,0,15,0,39,38,0
10,3,8505,2,8,0,2,0,4,1,0,0,39,38,0
11,3,23113,2,8,1,11,4,2,0,0,0,39,38,0
6,3,14193,2,8,2,5,3,2,1,0,0,39,38,0
12,5,20425,4,5,1,2,1,4,1,0,0,78,38,0
9,3,8424,3,9,0,3,5,4,0,0,0,39,38,0
9,3,16881,2,8,2,5,1,4,1,0,0,41,38,0
9,3,20336,4,4,2,7,1,4,1,0,0,34,38,0
21,3,10831,2,8,0,2,0,4,1,0,0,39,38,0
19,3,26626,4,2,0,2,0,4,1,0,0,39,25,0
17,3,13129,3,9,0,2,0,4,1,111,0,44,38,1
15,0,26567,2,8,2,0,1,4,1,0,0,39,38,0
40,5,14113,2,8,0,2,0,4,1,0,0,49,38,1
14,3,23509,3,9,1,0,4,4,0,0,0,39,38,0
21,3,4828,5,12,2,3,1,4,0,0,0,37,38,0
22,3,6283,2,8,1,7,1,3,0,0,0,39,5,0
18,3,15301,2,8,0,2,0,4,1,0,79,39,38,0
1,3,27893,4,6,2,7,3,4,0,0,0,19,38,0
58,3,7675,3,9,0,9,0,4,1,0,0,7,38,0
11,3,13789,2,8,2,7,1,2,1,0,0,39,38,0
24,5,6777,1,13,2,3,1,4,0,0,0,54,38,0
22,0,535,4,4,0,6,0,4,1,0,0,39,38,1
14,0,27425,3,9,2,12,1,4,1,0,0,39,38,0
21,6,23993,2,8,1,0,1,4,0,0,0,37,38,0
26,6,1227,3,9,1,3,4,2,0,0,0,37,38,0
10,3,11530,2,8,0,2,0,4,1,0,0,39,38,0
25,3,16038,1,13,0,9,0,1,1,0,51,54,18,1
29,3,6735,5,12,1,9,4,2,0,0,0,35,38,0
3,3,14238,2,8,2,0,3,4,0,0,0,39,38,0
25,3,6985,3,9,1,9,4,4,0,0,0,19,38,0
52,3,3341,2,8,1,3,1,4,0,0,0,39,38,0
30,0,10991,3,10,0,0,5,4,0,0,0,34,38,0
32,6,7769,2,8,0,2,0,4,1,0,0,39,31,0
3,3,17519,3,9,2,3,3,4,0,0,0,29,38,0
35,3,23908,4,2,0,11,5,4,0,0,0,14,7,0
16,3,22643,4,2,0,7,0,4,1,0,0,58,25,0
1,3,10417,4,6,2,7,3,4,0,0,0,5,38,0
38,5,4978,2,8,1,4,4,4,0,0,0,54,38,0
44,3,26158,4,3,0,4,0,2,1,0,0,39,38,0
44,0,18532,3,9,0,0,0,4,1,101,0,39,38,1
22,3,6496,5,12,1,3,1,4,1,0,0,44,38,1
13,3,20600,3,9,0,2,0,4,1,0,0,39,38,0
44,3,18999,2,8,1,0,4,2,0,0,0,39,38,0
19,3,2787,3,11,0,11,5,4,0,0,0,14,38,0
17,3,5738,3,9,0,2,0,4,1,0,0,49,38,0
36,3,2999,1,13,0,9,0,1,1,70,0,39,18,1
21,3,26902,3,10,0,12,5,4,0,0,0,35,38,1
29,3,4771,5,12,0,3,0,4,1,94,0,49,38,1
10,1,18003,2,8,0,5,0,4,1,0,0,39,38,0
15,5,17502,4,6,1,5,4,4,0,0,0,39,26,0
43,1,21038,5,12,1,9,4,4,0,0,0,59,38,1
6,3,3380,5,12,2,3,3,4,1,0,0,39,38,0
12,3,10155,5,12,2,9,4,4,0,109,0,49,38,1
5,3,16678,2,8,2,2,3,4,1,0,0,49,38,0
8,3,21398,2,8,2,11,3,4,1,0,0,34,38,0
12,3,4205,5,12,0,6,0,4,1,0,0,47,38,0
73,0,15624,2,8,0,2,0,4,1,0,0,29,38,0
20,1,22054,2,8,1,0,4,4,0,0,0,39,38,0
15,3,23891,2,8,2,2,3,2,1,0,0,37,38,0
1,3,10045,2,8,1,7,3,2,1,0,0,39,22,0
18,3,14551,3,9,2,7,1,4,0,0,0,64,38,0
33,3,5876,4,4,0,2,0,4,1,45,0,39,38,0
37,3,8535,2,8,0,2,0,4,1,81,0,39,38,1
26,3,12009,5,12,0,3,0,4,1,0,0,44,38,1
11,4,15043,2,8,2,3,1,4,1,0,0,64,38,1
34,3,27319,4,4,0,4,0,4,1,0,0,39,25,0
14,3,25955,3,9,2,2,4,4,1,0,0,41,25,0
52,3,8075,2,8,1,13,4,2,0,35,0,39,38,0
40,3,16264,5,12,0,3,0,4,1,0,0,39,38,1
54,3,6677,3,9,1,9,1,4,0,0,0,13,1,0
11,3,1475,4,5,1,6,3,4,0,0,0,39,38,0
11,3,12691,4,5,1,9,1,4,1,0,0,78,38,0
8,3,12058,2,8,2,5,3,4,1,0,0,91,38,0
32,5,13666,3,11,0,2,0,4,1,0,0,29,3,0
35,3,4521,4,4,0,5,0,4,1,0,0,39,38,0
6,3,19810,5,12,2,9,1,4,1,0,0,39,38,0
15,3,18891,4,2,1,2,2,4,1,0,0,39,7,0
14,3,10918,3,9,2,11,1,1,0,0,0,49,38,0
13,3,16699,2,8,2,2,3,4,1,0,0,49,38,0
7,3,26601,2,8,0,2,0,4,1,0,0,59,38,0
28,3,15214,3,11,0,2,0,4,1,0,0,65,40,0
13,3,11816,2,8,0,6,0,4,1,0,0,39,38,0
35,3,9469,5,12,0,3,0,4,1,111,0,54,38,1
25,6,10476,2,8,1,0,1,2,0,0,0,24,38,0
32,3,6748,2,8,0,4,0,4,1,0,0,39,38,0
3,3,1276,2,8,2,7,3,4,1,0,0,29,38,0
8,3,7532,5,12,2,0,3,4,0,0,0,39,38,0
24,3,12449,4,4,0,7,0,4,1,0,0,54,27,0
38,3,9287,2,8,1,11,4,2,0,0,0,39,38,0
14,5,21649,3,10,0,3,0,4,1,53,0,49,38,0
8,6,18213,5,12,2,10,1,2,0,0,0,39,38,0
15,3,10328,2,8,0,3,0,4,1,0,0,39,38,0
12,0,27096,3,9,2,0,2,4,1,0,0,39,38,0
20,3,15433,2,8,1,7,1,2,0,0,0,39,38,0
35,3,7689,4,3,1,7,1,4,0,0,0,39,38,0
2,3,22695,3,9,2,0,3,4,0,0,0,14,38,0
4,3,17875,3,9,2,9,3,4,1,0,0,23,38,0
26,3,12508,3,11,1,2,1,4,1,0,0,39,38,0
22,6,2754,3,9,0,0,0,4,1,0,0,39,38,0
23,4,1599,3,9,0,13,0,4,1,0,0,39,38,1
37,3,14182,4,1,1,8,2,4,0,0,0,39,25,0
18,3,6822,5,12,1,11,1,4,1,0,0,39,38,0
17,3,21236,3,10,2,12,1,4,0,0,54,39,38,0
18,3,13426,3,9,0,9,0,4,1,0,0,39,38,1
40,3,7820,0,15,0,9,0,1,1,0,0,39,35,1
9,3,15168,5,12,2,7,2,4,0,0,0,39,38,0
38,5,4889,5,12,1,11,4,4,0,0,0,14,38,0
34,3,17298,5,12,1,0,4,4,0,0,0,39,38,0
18,3,22844,3,11,2,13,1,2,1,0,0,29,22,0
14,3,15732,2,8,0,5,0,4,1,0,0,39,38,0
0,3,22191,4,6,2,0,3,4,0,0,0,7,38,0
21,3,120,2,8,0,6,5,4,0,0,0,39,38,0
22,0,26054,3,14,0,9,0,4,1,0,50,49,38,1
12,3,21795,2,8,0,2,0,4,1,0,0,44,38,0
22,3,504,3,10,1,11,4,4,0,0,0,39,38,0
25,3,16780,3,9,0,9,0,4,1,0,0,39,38,1
29,1,17312,1,13,0,3,0,4,1,0,0,49,38,1
56,3,25317,4,3,0,5,0,4,1,0,0,24,38,0
30,1,10322,3,9,1,9,1,4,0,0,49,39,38,0
11,3,7575,2,8,2,11,4,4,0,0,0,69,38,0
10,3,8306,4,5,2,11,2,4,1,0,56,39,38,0
21,3,4844,3,14,2,3,1,4,1,0,0,39,38,1
2,3,18767,2,8,2,11,1,4,1,0,0,34,38,0
43,1,5034,3,10,1,9,4,4,1,0,0,39,38,1
7,3,14157,3,9,2,6,1,4,1,0,0,39,38,0
35,3,23519,4,6,0,6,0,4,1,0,0,39,38,0
19,3,13641,5,12,1,3,1,4,0,0,0,44,38,0
9,1,15191,1,13,2,9,1,4,0,0,0,39,1,0
11,6,1134,5,12,2,9,3,4,1,0,0,15,38,0
21,4,9031,5,12,0,2,0,4,1,0,0,49,38,1
30,3,10736,1,13,0,3,0,4,1,0,0,49,38,1
33,3,21860,5,12,1,3,4,4,0,0,0,39,38,1
10,3,22454,2,8,0,11,0,4,1,0,0,39,38,0
30,3,12948,3,9,1,9,4,4,0,0,0,39,38,0
19,3,6588,4,5,0,6,3,4,0,60,0,39,38,0
32,3,24859,2,8,1,6,1,2,1,0,0,39,38,0
51,3,21005,3,9,0,9,0,4,1,0,0,47,38,1
46,3,9475,2,8,1,3,1,4,0,0,0,39,38,0
19,3,14192,2,8,0,13,0,4,1,0,0,69,38,1
25,3,9218,3,9,1,0,4,4,0,0,0,34,38,0
11,3,10531,1,13,2,3,1,2,0,0,0,44,38,0
51,3,14343,2,8,0,9,5,4,0,0,0,7,38,0
21,3,18286,2,8,0,0,5,4,0,0,0,21,38,0
26,3,6107,5,12,0,9,0,4,1,0,51,39,38,1
32,3,16652,3,9,0,9,0,4,1,0,0,39,38,1
42,3,9807,2,8,1,6,1,4,0,0,0,39,38,0
8,3,10409,5,12,0,11,0,4,1,0,0,39,38,1
9,3,7532,3,11,2,9,1,4,0,0,0,35,38,0
42,3,10643,3,9,1,9,1,4,0,0,0,47,38,0
17,3,6421,3,9,0,2,0,4,1,0,0,44,38,0
17,3,11567,1,13,0,9,0,1,1,0,0,42,18,1
50,3,9028,2,8,1,7,1,4,0,0,0,23,38,0
28,3,16312,3,10,1,3,1,4,0,0,0,43,38,0
47,3,13498,4,3,0,2,0,2,1,0,0,39,38,0
34,3,3652,1,13,0,9,0,4,1,0,0,37,1,1
14,3,18965,5,12,0,11,0,4,1,0,0,54,38,1
25,4,25296,5,12,0,3,0,4,1,0,0,44,38,1
48,3,4184,4,2,0,7,0,1,1,0,0,39,38,0
6,3,9222,3,9,2,0,1,4,1,0,0,19,38,0
14,3,20457,3,9,0,2,0,4,1,0,0,44,38,0
16,3,14147,4,5,1,6,1,4,0,0,0,39,38,0
0,1,15603,4,6,2,2,3,4,1,0,0,34,38,0
46,3,11838,1,13,0,5,0,4,1,0,0,45,38,0
31,3,9513,2,8,0,6,0,4,1,0,0,59,38,1
28,1,12107,3,11,0,5,0,4,1,0,0,39,38,0
0,3,19064,4,5,2,5,3,4,1,0,0,9,38,0
9,1,16933,2,8,0,2,0,4,1,0,0,39,38,0
21,0,27524,3,9,1,12,4,2,0,0,0,39,38,0
12,3,26757,2,8,0,3,5,4,0,0,0,39,27,0
27,3,11293,3,9,1,0,4,4,0,0,0,31,38,0
26,0,18591,1,13,0,2,0,4,1,0,0,39,38,0
22,6,24195,5,12,0,3,0,4,1,0,0,39,38,0
26,3,5466,2,8,2,7,1,2,1,0,0,39,13,0
6,3,16256,2,8,2,0,4,4,0,0,0,44,38,0
2,3,4592,2,8,2,7,3,1,0,0,0,39,38,0
32,5,15189,4,4,0,2,0,4,1,0,0,39,1,0
35,3,16691,3,9,0,2,0,4,1,79,0,39,38,0
15,3,4895,2,8,0,13,0,4,1,0,0,49,38,0
21,3,11760,5,12,0,13,0,4,1,72,0,39,38,0
8,3,17422,4,2,2,9,4,4,0,0,0,24,7,0
27,3,18328,3,9,1,5,3,4,1,0,0,39,38,0
46,3,505,4,3,0,11,0,4,1,0,0,39,38,0
25,1,18874,2,8,1,7,1,2,0,0,0,59,38,0
4,3,23999,3,9,2,11,3,4,1,0,0,39,3,0
15,3,24609,3,9,0,2,0,4,1,0,0,39,38,0
7,5,999,2,8,1,7,4,4,0,0,0,49,38,0
33,6,12469,2,8,0,13,0,4,1,0,0,39,32,0
9,4,14821,5,12,0,11,0,4,1,0,0,78,38,1
18,3,2583,2,8,0,3,0,4,1,0,0,34,38,0
14,3,27710,5,12,0,2,0,4,1,0,0,43,38,1
7,3,22520,4,1,2,4,1,3,1,0,0,65,25,0
23,3,8862,2,8,0,2,0,4,1,0,0,55,38,0
14,3,13062,5,12,2,3,1,4,1,0,0,54,38,0
26,3,8262,2,8,2,5,3,4,1,0,0,39,30,0
27,3,15558,2,8,0,11,0,4,1,0,0,34,38,1
23,3,27383,5,12,2,9,2,4,0,0,0,39,38,0
58,3,7908,4,2,0,9,0,4,1,0,0,24,38,0
35,1,495,3,9,0,10,0,4,1,53,0,41,38,0
34,5,22993,4,2,0,2,0,4,1,0,0,39,38,0
22,6,3852,5,12,0,9,0,4,1,0,0,39,38,0
23,3,7311,3,11,0,11,0,4,1,97,0,49,38,1
23,5,393,3,9,2,6,1,4,1,0,0,34,38,0
16,3,25273,2,8,0,2,0,4,1,0,0,39,38,0
21,1,3180,3,9,0,10,0,4,1,0,0,59,38,1
12,3,10044,3,10,1,5,4,4,1,0,0,49,38,0
20,3,19717,3,9,1,0,1,2,0,0,0,36,38,0
20,3,20,2,8,0,2,0,4,1,111,0,44,38,1
2,3,8841,2,8,2,6,3,4,1,0,0,39,38,0
29,1,25493,2,8,0,6,0,2,1,0,0,39,38,0
29,3,13646,3,11,0,3,0,4,1,0,0,39,38,1
20,3,26405,3,9,2,10,3,2,1,0,0,29,38,0
17,3,17481,3,9,1,0,4,2,0,0,0,39,38,0
21,3,6002,3,9,1,0,4,4,0,0,0,42,38,0
9,3,15363,2,8,0,2,0,4,1,0,0,39,38,0
17,3,6970,5,12,2,7,1,4,0,0,0,34,38,0
40,3,16528,5,12,0,9,0,4,1,0,0,39,38,0
16,3,10657,4,6,2,2,1,4,1,0,0,64,38,0
9,1,22625,3,9,2,10,3,4,1,0,0,39,38,0
3,3,20549,2,8,2,11,1,4,0,0,0,81,38,0
21,3,1526,5,12,0,9,0,4,1,94,0,59,38,1
44,3,1017,3,9,0,7,0,4,1,0,0,5,38,0
19,5,25058,0,15,0,9,0,4,1,0,0,44,38,1
44,3,3057,2,8,0,9,0,4,1,52,0,39,38,1
0,3,22019,3,9,2,2,3,4,1,0,0,15,38,0
23,3,26523,3,9,0,6,0,3,1,0,0,39,38,1
1,3,2646,4,6,2,7,3,4,1,0,0,15,38,0
4,3,12732,3,11,2,11,3,4,0,0,0,31,38,0
24,3,12976,2,8,2,7,3,4,1,0,0,39,28,0
29,3,21817,4,6,1,6,1,4,0,0,0,39,38,0
38,0,13051,2,8,0,3,0,4,1,0,0,39,38,0
10,3,13010,3,11,2,11,1,4,1,0,0,51,38,0
22,3,4726,2,8,0,7,0,4,1,0,0,41,38,0
19,3,21690,2,8,2,13,3,2,1,0,0,47,38,0
34,3,23932,3,9,0,13,0,4,1,66,0,39,38,0
10,3,27758,5,12,2,11,1,4,1,0,0,39,38,0
13,1,8192,5,12,0,9,0,4,1,0,0,39,38,1
25,3,4688,2,8,1,11,1,4,1,0,0,46,38,0
6,3,25972,5,12,2,7,3,4,0,0,0,19,38,0
39,3,25840,3,10,0,3,0,4,1,111,0,39,38,1
24,5,15380,3,9,0,2,0,4,1,0,0,49,38,0
32,3,20744,2,8,0,2,0,4,1,0,0,45,38,0
29,0,16238,3,10,1,2,1,0,0,0,0,59,38,0
37,3,10596,2,8,0,2,0,4,1,0,0,39,11,0
21,3,7336,3,9,0,13,0,4,1,94,0,42,38,1
28,5,18036,3,14,0,9,0,1,1,0,0,49,18,1
33,5,1458,3,14,0,9,0,4,1,0,81,29,38,1
5,3,24071,3,9,2,11,1,4,0,0,0,39,38,0
14,3,2666,2,8,2,4,1,4,1,0,0,39,20,0
10,3,11005,2,8,1,7,1,4,1,0,0,29,38,0
17,3,3838,2,8,0,2,0,4,1,0,0,39,38,0
29,3,27311,4,6,2,13,3,4,1,0,0,29,38,0
30,3,3435,5,12,0,11,0,4,1,0,0,59,38,1
19,6,4721,3,10,0,7,0,1,1,0,0,39,38,0
5,3,13260,2,8,2,5,3,4,1,0,0,39,38,0
34,3,17505,2,8,0,11,0,4,1,0,58,44,38,0
